calibration matrix
2.092170325e-052.075459861e-06-0.0001237455581 0.0018314589989.768552991e-05-0.001971137477
5.124925156e-05-0.002249530517-1.26194318e-05 0.001056803158-9.619503544e-05 0.001130404533
 0.003139268607-4.546073342e-06 0.0031623039399.619491902e-05 0.003191073425-8.41634901e-05
8.311299666e-07-1.203265583e-054.600780085e-057.206144801e-06-4.656558667e-05 6.99543898e-06
-5.152136509e-05-1.205482221e-072.738934381e-05-9.003978448e-062.533828956e-051.002119825e-05
 7.50570905e-07-2.735447015e-051.940409675e-06-2.561574911e-051.249816364e-06-2.76453502e-05
             Fx             Fy             Fz             Tx             Ty             Tz
    13.73014832    14.18020916    410.0261841    -2.67594862   -1.461353183   -3.652711153
    7.537004471     20.4778347    201.7275391   0.3766040504   -3.131390333   -3.752836704
    7.229060173    20.40330696    203.2635345   0.3788326383   -3.143886089   -3.797085762
    10.56657505    13.50936604    408.5863342   -2.677988529   -1.502213478   -3.908157825
    10.61528492    13.59628677    411.3182373   -2.683054686   -1.582638383   -3.907930136
    5.241352081     10.2447052    412.1506348   -2.738312483     -1.6087538   -4.333688259
   -3.679625034    16.04788971    205.2266083   0.2410596311   -3.268337488   -4.521707058
   -3.674885988    16.02276421    204.9891968   0.2359130234   -3.252121449   -4.521668434
   -12.04676533    14.81911278    413.5045776    3.262534857    -1.50252068   -4.452927589
   -11.87177467    14.29767227    413.3530884    3.249627829   -1.527338266   -4.511454105
   -13.76992989    10.47375679    208.9508057    3.174771547    1.843284488   -4.629296303
    -14.6812315    10.01049805    208.3252411    3.157516956    1.841705918    -4.67589426
   -15.85622883    9.703264236    208.2008667    3.141441584    1.836821079   -4.738143444
   -16.01966667    9.646904945    208.4099884    3.136186123    1.833363652   -4.772615433
   -16.08762932    9.720821381    208.5229492     3.13214159    1.833102345   -4.814870834
   -16.27979469    9.691493988    208.3923492    3.122424603    1.840093374   -4.850624561
   -16.55441856    9.491197586    209.9075317    3.114914417    1.843850255   -4.892529964
   -16.79075623     9.33500576    209.0764618    3.111191988    1.840845466   -4.903334141
   -16.91172218     9.26129818    207.4166565    3.109719038    1.837340355   -4.903244019
   -16.89595795    9.272457123    207.0394745    3.110524178    1.833217382   -4.907779694
    -16.9295063    9.232248306    208.1199036     3.10982275     1.83352387   -4.923954964
   -17.04081917    9.184649467    208.8399506     3.10755682    1.837358832    -4.93474102
   -17.10626602    9.132472038    208.9996796    3.106239319    1.838482738   -4.940546989
   -17.19096184    9.047251701    209.0494537    3.105567455    1.837415218   -4.946488857
   -17.19985771    8.985280991    208.7627869    3.105986834    1.834943056   -4.947936535
   -17.18685532    9.017778397    209.7343292    3.109507561    1.831585407   -4.957006931
   -17.12524986    8.977416992    208.3727264    3.107394218    1.832490087   -4.948824406
   -17.10126114    8.975664139    207.2682953    3.105070353    1.832008243   -4.940835953
   -16.99740791    9.007968903    207.7523956    3.105288982    1.831978083   -4.946019173
   -16.77961349    9.066890717    208.2177429    3.107560635    1.829185963   -4.947636604
   -16.46447754    9.128671646    207.9546204    3.112757444     1.82559514   -4.941857338
    -16.3411026    9.136455536    208.2940369    3.113875866     1.82752049   -4.942713737
   -16.33727264    9.183615685    209.4655304    3.114177942    1.831014991   -4.951681614
   -15.77699184    9.333006859    205.5015106       3.119452    1.826160312   -4.905217648
   -15.20276928    9.426791191    208.0936127    3.131284714    1.822600126   -4.908729553
   -14.71839333    9.493345261    207.4399719    3.135804176    1.824593067   -4.884831905
   -14.55778694    9.648215294    207.9107056    3.137558222    1.830106258   -4.870584965
   -14.35721684    9.815143585    208.4120178    3.144668579    1.840821624   -4.847950935
   -12.87944889     13.3491354    413.9509277    3.207241058   -1.530546427   -4.759016514
   -12.72362614     13.4858532    413.4463501    3.217662334   -1.525644779   -4.719897747
   -12.69011307    13.43834591    413.9359741    3.228478193   -1.517264366   -4.678842545
   -12.85954189    13.46445656    414.5928345    3.245540619   -1.508727312   -4.643297672
   -5.163005829    14.39242744    208.0637817   0.2468723953   -3.295946121   -4.724803925
   -4.950590134    14.74268436     208.960434   0.2651733756   -3.297477961   -4.669705868
   -4.607421398    15.06671524    206.4712219   0.2750471532   -3.295643806   -4.613317966
   -4.759643555     15.2192564    207.3469086   0.2801890969   -3.279639721   -4.589644432
   -5.091127396    15.24926949    207.7214813   0.2807845473   -3.262220621   -4.569171906
   -5.128665924    15.30498219     209.522934   0.2835049927   -3.251883507   -4.556883812
   -4.755108833    15.52787209    208.4370575   0.2853505015   -3.246878624   -4.519898891
   -4.512886047    15.84861565    204.9970551   0.2860726714   -3.245595217   -4.457201004
    -4.21759367    16.23265266    206.3367004   0.2983647883   -3.248988628    -4.42852211
   -3.964604378    16.47092819    206.9455719   0.3121661246   -3.251989603   -4.400286674
    2.806489944    10.62745476    413.5718994   -2.719918728   -1.596630573   -4.253065109
    3.344689369     11.1107769    414.7658691   -2.706600904   -1.585969448   -4.220337391
   -2.710077047      17.785923    207.6547546   0.3518577516   -3.224832058   -4.282419682
     4.17929554    11.63928509    413.4932556   -2.700498104   -1.557586432   -4.142989159
    4.473530769    11.87226105    414.0692749   -2.701635122   -1.556455374   -4.120518208
    5.206143379     12.2750721    415.1346436   -2.700107336   -1.556477904   -4.094116688
    6.129174232     12.7382822    411.1366577   -2.713148117   -1.546311378   -4.036541939
    0.291670084    19.44995499    202.7510223   0.3227195442   -3.183850288   -4.099845409
   0.5548708439     19.6986618    204.1336365   0.3077885211   -3.163261652   -4.083237648
    1.074718952    20.23541641    201.2313538    0.315507859   -3.167700052   -4.012390137
    1.442002773    20.61494827    202.3929291   0.3224318027   -3.172099113   -3.973517656
    1.442721367    20.62247467    203.1228027    0.323587507    -3.18013525   -3.973293781
     1.74504602    20.98872948    200.2772675   0.3262772262    -3.17228508    -3.92619276
    1.739084959    21.24999237    202.4893036   0.3255330324   -3.151411533   -3.913672447
    2.335092545    21.75793839    203.2721252   0.3232301474   -3.156549215     -3.9091537
    3.028246403    22.08326721    200.2197723   0.3242147267   -3.168785334   -3.872984171
    3.858702183    21.86096954    201.2714996   0.3118867576   -3.177253723   -3.857784986
    3.875393867    21.84297562    202.2471313   0.3039934039    -3.17361784   -3.857400417
    4.524641514    21.99788857    201.3460388   0.3056558967   -3.170964241   -3.829108477
    4.851426125    22.40601349    202.7709656   0.3133357763    -3.17214942   -3.830944777
    4.811509132    22.42199898    203.5760651   0.3074970543   -3.169901848   -3.835865021
    4.865510464    22.37037659    200.5709229   0.3045966625   -3.157984734   -3.792109966
    4.812024593    22.53790283    200.9643402   0.3153361678    -3.15053153   -3.781487465
    5.009846687    22.36108398    202.3184662   0.3153291345   -3.155404329   -3.778991699
    5.425826073    22.24793816    200.7259216   0.3025182784   -3.158456326   -3.761533022
    5.713004112    22.67541885    201.5169983   0.3102822006   -3.143624306   -3.758610249
    6.219894409    23.14937401    203.1591797   0.3266218901    -3.13498497   -3.754739761
    6.767087936    23.18219566     200.840332   0.3238756955   -3.132812977   -3.719425678
     6.40734911    22.76647758    199.9861755   0.3016020656   -3.133550882   -3.722164869
    4.512077332    21.84769249    202.8919373    0.294680059   -3.131536961   -3.810428143
    4.491141319    21.86228561    204.7876282   0.3054628968   -3.143315077   -3.809691668
    3.366186142    21.51447105      201.80896   0.2995880842   -3.158604383   -3.848160505
    2.039106131    20.78185463    203.9040833   0.2904137969   -3.211171389   -3.990659952
   0.8523501754    20.06480789    208.0081482   0.2845481634   -3.282927036   -4.183368683
   -1.271135569    18.71195984    206.6835175    0.264554739   -3.303450346   -4.293804169
   -4.425624371    16.99747467    209.2155914   0.2507666349   -3.301355839   -4.482120991
   -14.15977478    14.26861191    416.8131714    3.200362444   -1.495628953   -4.571603298
   -14.80856609     13.7027626    413.2137756    3.161890984   -1.486152887    -4.65453577
   -15.78158569    13.33703327    414.9023438    3.157809734   -1.499719381   -4.733806133
   -17.41564751     9.86745739    209.4967651    3.115379333    1.849455714    -4.82917881
   -17.46673584    9.759618759    211.1825104    3.124970913    1.836280704   -4.871611595
   -17.22728348    9.719247818    207.9329529    3.125514269    1.832632661   -4.871657848
   -17.05369949    9.515920639    208.3365021    3.120440006    1.833764911   -4.899464607
   -17.01190567    9.315922737    209.2853699    3.112909555    1.837459326   -4.924534321
    -16.9745369    9.162009239    210.3338776    3.108294725    1.840484858   -4.945672512
   -16.93798828    9.116695404    208.1697235    3.105454206    1.839748859   -4.937567711
   -16.95372009    9.055920601    209.0852661    3.107459307    1.834906578   -4.947663784
   -16.93702316    9.008551598    209.7330627    3.108371496    1.829283834   -4.956122398
   -16.93998718    8.992325783    207.6150818    3.106810093    1.826056957   -4.941964626
   -17.02015686    9.006381035    208.8864746    3.106423378    1.827499628   -4.955323696
   -17.04845047    8.994096756    209.8940277    3.106295109    1.829960585   -4.963275433
   -17.04356194    8.961952209    209.6643066    3.105100393    1.832043886   -4.962876797
   -16.99012375    8.948552132    208.2333527    3.105224609    1.830736995   -4.948928356
   -16.99622154    8.969238281    208.8760529    3.105906248    1.829910398   -4.954814434
   -16.92990494    8.954656601     208.860321    3.105797768    1.830194354   -4.953816891
   -16.92174911    9.000121117    208.5818481    3.106683969    1.830329537   -4.950956345
   -16.87443542    8.971897125    209.1615601    3.106038332    1.831772566   -4.954684734
   -16.92084885    8.971402168    210.8488922    3.105958939    1.832069993   -4.970253944
   -16.92227745    8.991594315    209.0514069    3.105928898     1.83049953   -4.956648827
   -16.90027809    8.978581429    207.7736511    3.106091738    1.828387022   -4.943469524
   -16.93494797     8.99651432    208.3029327    3.106212139    1.831180811   -4.949249268
   -16.85805702      8.9703722     207.457077    3.105742455    1.831568956   -4.939490318
   -16.82835197    8.994827271     208.542038    3.108829975    1.832304597   -4.946959496
   -16.86014557    9.009207726    208.7369537    3.109884739     1.83270967   -4.948304176
   -16.90081024    8.980664253    210.2947235    3.110393047     1.83453989    -4.96044302
    -16.7371006    9.064881325     207.884903    3.109165668    1.834339857   -4.937716484
     -16.701828    9.140077591    208.5835724    3.112279654    1.835635185   -4.939312458
   -16.61987686    9.127800941    208.6473083    3.115441799    1.837612391   -4.935002327
   -16.55431557    9.192624092     208.402832    3.118792772    1.839523554   -4.926411629
     -16.490942    9.186703682    209.7283173    3.119538307    1.844127655   -4.929447651
   -16.41256142    9.387190819    207.6441803    3.120780468    1.847339034    -4.90134573
   -15.04077148    12.79924774    413.3910522    3.179118156   -1.526171327    -4.84149456
   -15.13972378    12.79163265    414.1470337    3.181183577   -1.521060705   -4.837861061
   -15.29084587    12.79073143    413.9521179    3.177385569   -1.515638471   -4.832361221
    -15.2964077    12.81714916    412.3930054    3.173951864    -1.51525569   -4.816195011
   -15.28604984    12.90718842    411.7483521    3.175970078   -1.516919732    -4.80516386
   -15.36539936    12.92287064    413.3651733    3.181230068   -1.515734553   -4.810814857
   -15.37142849    12.90132046    413.6566772    3.183062077   -1.513190627   -4.809797764
   -16.81001663    9.525473595    209.8025208    3.128378153    1.866874695   -4.874993324
   -15.47079754    12.88703537    412.4992065     3.17797327   -1.507594466   -4.803040981
   -15.59088421    12.95895576    412.6278687    3.177479506    -1.50596416   -4.805553436
   -15.70412636    12.92281532    414.9500122    3.178549051   -1.501737475   -4.824072838
   -15.49177837    12.94544029    411.8156738    3.178922653   -1.503768682    -4.79731369
   -15.55072021    12.87050343    415.5708008    3.178146124    -1.49866426   -4.829371452
   -15.49389839    12.89852333    413.0826416    3.177182198   -1.499162674   -4.808307171
   -15.45615101    12.91822433    412.4883423    3.176539183    -1.50065887   -4.804335594
   -15.39120865    12.94570923    412.4466248    3.177699327   -1.502037764   -4.804960728
   -15.43293571    12.97605801    412.5494385    3.178103685   -1.501807809   -4.806406975
   -15.38367081     12.9264946    413.4744873    3.177772522   -1.500836849   -4.814266682
   -15.39233208    12.91361427    415.1549072    3.176918983   -1.499802589   -4.830892086
   -15.32488251    12.96284771    412.1258545    3.175426006   -1.500586271   -4.807955742
   -15.30912876    12.96684074    412.7536316    3.175961733   -1.501656413    -4.81360054
   -15.28079224    12.96648216    413.5488892    3.177349806   -1.503719926   -4.818635941
   -15.20267487    12.98387241    413.5400085    3.178053379   -1.504361153   -4.819774628
   -15.15536022    12.98254108    413.4893799    3.176942348   -1.503268003   -4.819981098
   -15.16901875     12.9680109     415.166626    3.175839663    -1.50177145   -4.836420059
   -15.10579395    12.97449207    412.9858093    3.173842907   -1.503098249   -4.817716599
    -15.0871954    12.96378708    413.2017212    3.173465729   -1.503891587   -4.818624496
   -15.11450958    12.97902775    413.6122742     3.17346859   -1.504831672   -4.823633194
   -15.14576817    12.96915245    415.2998657    3.174614906   -1.504213095   -4.837382317
   -15.11962318    12.99913502    412.6435852    3.172754765    -1.50285244   -4.816231251
    -15.0964241    13.04509068    411.1053162    3.171434879   -1.502733588    -4.80482769
   -15.03989697     12.9575367    412.2878418    3.172561407    -1.50468564   -4.810508728
   -15.14163113    12.97017765    413.4532166    3.172454357   -1.503846765    -4.82301569
   -15.17190552    12.90552998    414.6166992    3.172861099    -1.50510776   -4.831514835
   -15.18832016    12.99133968    414.5942383    3.173799038   -1.505966425   -4.835386753
    -15.1011219    12.97594261    411.7090454    3.170251131   -1.505767941   -4.811403275
   -15.17239857    12.99040031     413.430542    3.170064688   -1.503972769   -4.825558186
   -15.20472717    13.00692749    413.5302734    3.170626402   -1.504281044   -4.827061653
   -15.22903442    12.95050144    414.4390564     3.17023325   -1.503975153   -4.837368965
   -15.23818016    12.97661495    412.1593628    3.168910742   -1.505645394   -4.817991257
   -15.23354149    12.94445324    413.4672241    3.170471191   -1.506737471   -4.827466488
   -15.20958519    12.97167206    413.9345398    3.170619249   -1.506631494    -4.83178997
    -15.2493515    12.93985939    415.5237427    3.170968771   -1.505785346   -4.845056534
   -15.22324562    12.95428753    414.0552979    3.169929981   -1.505485773   -4.834992409
   -15.24906826    12.95175838    413.4485779    3.168786526   -1.506129146   -4.829933167
   -15.25399208    12.97236347    413.4970093    3.168967485   -1.504692197     -4.8320961
   -15.19652653    12.94496632    413.6011963    3.168427229   -1.504687071   -4.832566261
   -15.14654922    12.93171501    414.2085571    3.170038223   -1.504781961   -4.837538719
   -15.05459881    12.96495438    412.7647095    3.169850826    -1.50501442   -4.824281693
   -15.10711384    13.01146221    413.2978516    3.169891119   -1.505267978   -4.829132557
   -15.18139648    12.99857044    415.2477722    3.169518709   -1.503421426   -4.847658157
   -15.16100407    12.98002052    412.9258423    3.168389797   -1.503430486   -4.828215122
   -15.06142521    12.97785473    412.2103882    3.168245792   -1.504944444   -4.820685863
   -14.99005795    13.00414371    413.1169434    3.169527769   -1.505544186   -4.829014301
   -15.02655506    12.97485352    415.5391541    3.171726704   -1.504991055   -4.848632812
   -14.99596596    12.97912979    413.8736267    3.171345472   -1.505413175   -4.835296631
   -15.01545143    12.97331429    412.9951172    3.170117855   -1.505015731   -4.827542782
   -15.03892994    12.94212341    411.9916077    3.168281555   -1.506723046   -4.818185329
   -15.10748005    12.94441509     413.352417    3.168082714    -1.50483191   -4.832139969
   -15.18591118    12.95396137    415.4687195     3.16979003   -1.504039645   -4.849112511
   -15.12543297    12.96397591    413.5040894    3.168581963   -1.503242731   -4.831283569
   -15.09205818     13.0583601    413.4163818    3.170218468   -1.503824115   -4.827973366
   -15.09036732    13.06461811    414.8491211    3.172131777   -1.502546072   -4.838892937
   -14.98750877    13.08775711    413.2619019    3.174201965   -1.503381252   -4.821810722
    -14.9579916    13.19698715    410.8204346    3.175750017   -1.501848578   -4.798831463
   -15.04560089    13.22624016    412.2576294    3.181182861    -1.49784863    -4.80270052
   -14.80932522     13.4198904    413.2164307    3.186279297   -1.495481014   -4.782944202
   -14.81850052    13.42182636    412.5211182    3.189490318   -1.491628289   -4.783166409
   -14.59555531    13.48763943    412.8059692    3.194695711   -1.488720894   -4.769995689
   -14.46650124     13.5778656    413.0793457    3.202871561   -1.485136509   -4.755128384
   -14.54727077    13.51114464    415.3952332    3.210180283   -1.472875953    -4.75061512
   -14.59417057    13.55639267    414.3022461    3.217016697   -1.461727262   -4.714491367
    -14.6705513    13.56091118    413.7815247    3.222760439   -1.454286814   -4.676916122
    -14.6262188    13.61126518    413.3104858    3.232488632   -1.445727825    -4.63559866
   -6.700025082    14.53053093    207.4725647   0.2297818661   -3.224393845   -4.737007618
   -6.720736027    14.51329041     208.775177   0.2365894765    -3.20956111   -4.720575809
   -6.747978687    14.51592731    208.8192596   0.2391588092   -3.200362682   -4.704066753
   -6.483118057    14.54374504    205.3355255   0.2367881984   -3.192303419   -4.659179211
   -5.411301613    14.55756569    206.7771606    0.235936448    -3.18494916   -4.629881382
   -5.419696331    14.54813671    207.2067871   0.2380772829   -3.178303242   -4.629617214
   -5.243702888    14.51445007    208.5342407   0.2361497879    -3.17247057   -4.624276638
   -5.507432461    14.46252441     207.413147   0.2311164886   -3.167552948   -4.604804039
   -5.618760109    14.45815563    206.3039856   0.2361444831    -3.16394949   -4.570390701
   -5.310551643    14.47119904    207.4664917   0.2518963218   -3.166577578   -4.551310539
   -4.931949615    14.67125607    209.7990112   0.2634469569   -3.169768572   -4.551585674
   -4.561131477    14.80654716    207.7617645   0.2693251371   -3.174118519   -4.520104408
   -4.360356331    14.93503857    204.2804718   0.2703374922   -3.172391415   -4.472672462
   -4.136122227     14.9509573    206.3936005   0.2680220604   -3.157380581   -4.466090679
   -3.756205082     14.9425602    207.1410522   0.2607162893   -3.148308277   -4.453306675
   -3.531718969    15.08030415    206.2819977   0.2662669718   -3.152097464    -4.43078804
   -3.642687798    15.22470856    206.5355225   0.2782581747   -3.156549215   -4.415631294
   -3.424088717    15.37080002    208.1658325   0.2914138436   -3.164211273   -4.408117771
   -3.094825268    15.51755142    205.6478729   0.2968018651   -3.167375565   -4.367960453
   -2.868428469    15.59624863    206.4450226   0.2989467084   -3.160900831   -4.355633736
   -2.681741714    15.78772926    206.7928925   0.3070406616   -3.163123369   -4.347383022
   -2.479891777    15.99712753    206.1918488   0.3125708997   -3.164958954   -4.332925797
   -2.230772495    16.31280327    203.5137634   0.3223062456   -3.161234379   -4.285137177
   -2.102943897    16.63298416    206.6805267   0.3310877085   -3.150164843   -4.284326077
   -1.376906991    17.07721329    204.6450653   0.3354105055   -3.150640965   -4.247265339
   -1.010550857    17.35547066    205.2316284   0.3407858908   -3.155779362   -4.216941357
   -1.007986784    17.33715439    207.0883331   0.3386102021   -3.151827574   -4.216147423
   -0.425951004    17.60434341    204.9212799   0.3396503627     -3.1630795    -4.20537138
   0.4230979085    18.00194931    203.3254547   0.3441970348   -3.163362503   -4.169109344
   0.4117763042    17.97685623    205.1625214   0.3462576866   -3.151320934   -4.168204784
   0.7122478485    17.92790413    205.3465118   0.3430308104   -3.152624846   -4.158904076
   0.7433999181    17.91021156     205.452301   0.3343660831   -3.146300077   -4.148322105
   0.7756236792    17.94064522    207.3339691   0.3354801536   -3.143183231   -4.159288406
    1.307592154    18.11374092    203.4856567   0.3417500257   -3.157358408   -4.122014046
