calibration matrix
2.092170325e-052.075459861e-06-0.0001237455581 0.0018314589989.768552991e-05-0.001971137477
5.124925156e-05-0.002249530517-1.26194318e-05 0.001056803158-9.619503544e-05 0.001130404533
 0.003139268607-4.546073342e-06 0.0031623039399.619491902e-05 0.003191073425-8.41634901e-05
8.311299666e-07-1.203265583e-054.600780085e-057.206144801e-06-4.656558667e-05 6.99543898e-06
-5.152136509e-05-1.205482221e-072.738934381e-05-9.003978448e-062.533828956e-051.002119825e-05
 7.50570905e-07-2.735447015e-051.940409675e-06-2.561574911e-051.249816364e-06-2.76453502e-05
             Fx             Fy             Fz             Tx             Ty             Tz
    1.585954189    18.06871605    205.2633514   0.3440442681    -3.15765357   -4.132870674
    1.500828743    17.99595261    205.4619751   0.3355115354   -3.156493664   -4.141582966
    1.743083119    18.08849144    205.1966095    0.331734091   -3.165457964   -4.147390366
    1.676421046    17.90214729    205.4215698   0.3281950951   -3.168604374   -4.160215855
    1.119618058    17.60813141     206.600769    0.319164902   -3.168613672    -4.18415451
   0.6397810578    17.34208679    206.6036987   0.3135901392   -3.166288853   -4.188497543
   0.6831377149    17.22764015    206.7616882   0.3146585524   -3.162415266   -4.186361313
    1.167536497    17.44802094    203.7315216   0.3175521195   -3.165264845    -4.15218544
    1.676651597     17.3200264    206.6567688   0.3203572035   -3.166904449   -4.152200699
    1.687464476    17.28267479    208.0560455   0.3123908639   -3.150751829   -4.151507378
    2.258204222    17.42754745    206.1046295   0.2991244197   -3.142620087   -4.114526749
    2.094045639    17.47088432    208.7357788   0.3007831872   -3.138968706   -4.123535633
    2.525045872    17.41992569     206.695755   0.2945145965   -3.130729675   -4.086323738
     2.95013237    17.65198326    206.0358429   0.2939837277    -3.12721467   -4.064204693
    3.035569906    18.09192657    205.1261444   0.3024073243   -3.125999451   -4.043048859
    3.306013584    18.39846992     205.442215   0.3093911409   -3.120914221   -4.020733833
    3.962627888    18.94155121    202.5343323   0.3073033988   -3.112779617   -3.956626415
    4.432307243    18.82847786    206.6509094   0.2819525301   -3.108312607   -3.961119175
    4.534665108    18.94869232    204.6613464   0.2690460086   -3.111029387   -3.944551468
     4.88031292    19.22449493    202.0025635   0.2719545066   -3.103480101    -3.90692544
     5.06896019    19.60269165    202.7787476   0.2771645486   -3.080240965    -3.87658453
     5.81308794    20.15573692    203.5877991    0.291980803   -3.083209515   -3.865723133
    6.333397865    20.27299309    203.3889923    0.277854085   -3.082651377   -3.860740662
    6.602723122    20.35453224    203.0023956    0.273971796   -3.092942238    -3.84039259
     6.58019352    20.36048126    203.3634796   0.2832832932   -3.092508078   -3.840170383
    6.599979401    20.62216568     204.785965   0.2937685847   -3.097036839    -3.86042881
    6.066398621    20.33511543      202.26651   0.2752498388   -3.096088171   -3.885098219
    6.065586567    20.32424545    203.7290802   0.2750415802   -3.094583273   -3.884479046
    6.055736542    20.02138519    206.9233856   0.2681046128   -3.108295679   -3.933962822
    4.799056053    19.44781303    202.7659149   0.2455944717   -3.134287119   -3.982750893
    1.562496662    18.64254761    205.4155426   0.2352862805   -3.199616671   -4.205307961
   -7.782448769    17.53735733    409.3166504    3.235618591   -1.428032637   -4.203659534
   -8.419353485    16.80144119    411.9187622    3.223351955   -1.455611706   -4.364391327
   -9.192465782    15.75463486    413.5606995    3.209896803   -1.480584502   -4.521203041
   -10.88525105    14.42334747    415.5397949    3.194349527   -1.497137904    -4.66274786
   -12.34916687    13.66613865     414.442627    3.186333656   -1.512265801   -4.744059563
   -13.51954365    13.25274849    414.4677734    3.182242155   -1.522141099   -4.805330753
   -15.80945778    9.548984528    208.9694977    3.123142719    1.848113656   -4.901412964
   -16.36092567    9.290090561    207.0108948    3.111974716    1.839483738   -4.917145729
   -16.61062431    9.151623726    208.4865723    3.103237391    1.834317088   -4.948090553
   -16.64383125    9.032133102    210.5600281    3.101546526    1.830068827     -4.9746418
    -16.6482048    8.984575272    208.4732819    3.107151985     1.82425034   -4.957625389
   -16.66467857    8.909096718    209.7843475    3.103683472    1.821683049   -4.955631733
   -16.65227318     8.92573452    207.8239746    3.100055218    1.815407872   -4.956537247
   -16.70621681    8.918889999    207.5445709    3.097843885     1.81908524   -4.953628063
   -16.62258911    8.824008942    210.2328796    3.099600554    1.820866227   -4.957065105
   -16.62743187    8.838025093    208.9744263    3.102427959    1.817939401   -4.957596302
   -16.52700996    8.900887489    207.8627014    3.101848125    1.815143943   -4.947069645
   -16.40020561    8.941440582     207.680603     3.09967494    1.810834646   -4.945789814
   -16.21604347     8.98272419    205.9873962    3.099470615     1.80432117   -4.928060532
   -16.22315216    8.955205917    208.5274506    3.100003004    1.802188873   -4.949080944
   -16.39213371    8.953046799    209.0646057    3.099988937    1.802907348   -4.954478741
    -16.7888813    8.978056908    210.2884369    3.102323532     1.81111598    -4.96882391
   -17.21181297    9.022844315    208.8634186    3.103871822    1.823361993    -4.95924139
   -17.49415016    9.208945274    208.7938538    3.112215281    1.827578545   -4.959951401
   -17.50032997    9.224788666    209.4279175    3.109683752    1.826721191   -4.967131138
   -17.55402946    9.249761581    208.0240173     3.10845542    1.830770016   -4.957394123
   -17.52490044    9.179028511    207.7942657    3.109858036    1.826481819   -4.954433441
   -17.59517288    9.147183418    207.1436615    3.109792233    1.824492097   -4.952382088
   -17.65741348    9.174819946    207.4290466    3.113893032    1.825693488   -4.955924511
   -17.73628426    9.181070328    208.4783173    3.116748095    1.829734921   -4.962042809
    111.4399033   -64.87110901    214.6044006    2.655794144    1.176253438   -3.153791666
    111.4447403   -64.86404419    214.8843231    2.654782295    1.177218556    -3.15640831
    111.5278549   -64.73635864    215.1620789    2.652592182    1.176875591   -3.159038067
   -17.61391068     9.27892971    207.7112579    3.108477116    1.831830382   -4.955499649
   -17.69925117    9.214956284    208.3114319    3.109005928    1.830923915    -4.96071434
    -17.6984539     9.22427845    206.8878326    3.109387159    1.829502463   -4.949526787
   -17.72629738    9.175070763    209.2243195    3.111569166    1.830224395   -4.965150833
    111.4519043   -64.93747711     214.598053    2.652848005    1.174013972   -3.155245781
    111.4419098   -64.95571899    216.1700439    2.653574705    1.174795389    -3.17056489
    111.4452972    -64.9725647    216.0131226    2.651153803    1.175695419   -3.171930552
   -17.67232513    9.150478363    206.9023132    3.107335806     1.82915175   -4.953192711
   -17.74494171    9.155619621    208.3441315    3.109495163    1.830523014   -4.965141296
    111.4758148    -64.9384613     214.472702    2.650518179    1.172897935   -3.156042099
    111.4480515   -65.00777435    216.3725128    2.652438402    1.173485994   -3.172444344
   -17.72842407    9.217301369    207.2065582    3.109019518    1.828896523   -4.954444885
   -17.67784882    9.177528381    207.1930237    3.106476307    1.833360195   -4.956199646
   -17.67912102    9.161827087    208.3550262    3.106393337     1.83176899   -4.964922905
    -17.6744175    9.127796173    208.2007599    3.104735613    1.832228422   -4.965750694
     111.451828   -64.96663666    213.9807129    2.646507263     1.17672646   -3.157329798
    111.4587631    -64.9804306    214.0110321    2.645923376    1.179410696   -3.157800674
    111.3837357   -64.98258972    215.9631958    2.648642778    1.181314707   -3.174524307
    111.3747025   -64.97267914    215.9436798    2.649378538    1.181442261   -3.174259663
   -17.71392059    9.290582657     207.548645    3.109623909    1.837157726   -4.962400436
   -17.69542694    9.297366142    207.8600616    3.110194206    1.838016987   -4.962486744
    111.4399414   -64.89102936    214.5145874    2.650825262    1.181650043   -3.161816359
    111.4468307   -64.95478821    215.3075867    2.651422501    1.182619572   -3.170071363
   -17.67259979    9.116366386    207.5208893    3.110213041    1.835943103   -4.964173317
    111.4583817   -65.01675415    214.9186859    2.653049946    1.178735852   -3.165889978
    111.4493713   -65.03894806    214.6776581    2.651271582    1.179320335   -3.162516594
   -17.71446228    9.119800568    207.6201477    3.108632088    1.835887432   -4.963041782
   -17.74044418    9.168690681    207.4759979    3.110705853    1.835708261   -4.961910248
   -17.67746925    9.155731201    205.7131653      3.1110816    1.834855437   -4.946502686
   -17.72484016    9.088886261    208.2303467    3.111579418    1.835847497   -4.967124939
    111.4470367   -65.02863312    214.0714874    2.652625322    1.178119898   -3.158097267
    111.3896408   -64.99603271    214.0120392    2.652920246    1.178791404   -3.157682419
    111.3695374   -64.99563599    215.8216248    2.652446747    1.180186629   -3.173526525
    111.3825455   -64.95024872    214.4183044    2.651515245    1.179623485    -3.16097641
    111.4328766   -64.92171478    213.9801025    2.649419546    1.178636074   -3.155756474
    111.4015579   -64.93341827    216.0005951    2.650242567    1.178990602    -3.17332077
    111.4228592   -64.94693756     214.239563    2.649112463    1.178670049   -3.158775806
   -17.70419693    9.135091782    207.6082458     3.10631609    1.836322427   -4.959964275
   -17.72784996    9.209746361     207.462616    3.106904507    1.837495685   -4.961349964
    111.4556808   -64.84745789    213.9570007    2.651596069    1.180282593   -3.157474756
    111.4277115   -64.78388977    213.8470459    2.654287815    1.179011464   -3.156898975
    111.3889008   -64.81159973    214.3867798    2.655666113    1.179065585   -3.162113905
    111.3745651   -64.86745453    215.4161072    2.656795502     1.18017745   -3.170732021
   -17.70750237    9.262657166    206.5358887    3.114433527     1.83529222    -4.95407486
    111.4204712   -64.80431366    213.5141144     2.65663147    1.180037022    -3.15561676
    111.3897476   -64.87300873     213.730957    2.656057835    1.180135965   -3.156849384
    111.3795776    -64.9141922    214.4594116    2.654756308    1.180327892   -3.162261724
     111.367012   -64.95058441    215.4474182    2.653406382    1.179896712   -3.170340538
   -17.71002388    9.123400688    206.8721313     3.10809803    1.834846377   -4.957323074
    -17.6813736      9.1235075    206.8751373    3.108112812    1.832779288   -4.954321384
   -17.70705986    8.981797218    207.6913147    3.103253603     1.83188498   -4.961269855
   -17.71190453    8.927700043    208.1985016    3.104307652    1.834036112   -4.964261532
   -17.67072678    9.106461525    208.0467377    3.105064631    1.834652781   -4.964819431
    111.4447937   -64.97421265     214.621048    2.648540497    1.177838326    -3.16482687
   -17.65847206    9.104488373     206.433609    3.104517221    1.832286954   -4.954235554
   -17.65279961    9.134264946    207.8493195    3.108847857    1.831418514   -4.965535164
    111.4720383   -64.95046997    215.8862152    2.654606819    1.173071384   -3.173333406
    111.5403442   -64.81900787    214.1867981     2.65620923    1.171254635   -3.157038689
   -17.55233383    9.322792053    206.9598541    3.113838434    1.825648069   -4.952785492
   -17.53741646    9.299872398    208.6273956    3.112147093    1.825351477   -4.964807987
   -17.55044746    9.240563393    208.1543732    3.109325171    1.824257851   -4.961647511
   -17.55720901     9.27530098    208.6345367     3.11255002     1.82235074   -4.966918468
    111.5859985    -64.8388443    215.8472748    2.656850815    1.166583538   -3.171358347
   -17.56658936     9.25758934    206.9548798    3.117470503    1.823179126   -4.959570408
   -17.59525871    9.307594299    206.5787964    3.118005514    1.826882243   -4.958989143
   -17.66363907    9.349415779    207.4101715      3.1181252    1.829648733   -4.964202404
   -17.70478058    9.299638748     207.693924    3.116954565    1.831819415   -4.963807583
    111.4960861   -64.83404541    213.2502747    2.657272339    1.177297592   -3.154800415
    111.4922333   -64.98543549      215.22052    2.654075384    1.176576853   -3.169461012
   -17.66786385    9.032697678    207.8609619    3.107270241    1.831656575   -4.964735031
   -17.66243553    9.026034355    206.6641998    3.107620716    1.833945632   -4.954164505
   -17.68896294    9.046108246    207.3277283    3.107473612    1.831690073   -4.961419106
    -17.6636734    8.984827042    206.8983459    3.103921652    1.830358028   -4.961424351
   -17.61064339    8.850964546    206.4281006    3.104478359    1.825717807   -4.953792095
    111.4457092   -65.00836182    215.0139465    2.645385981    1.175326824   -3.171813726
   -17.71813965     9.18166256    207.0150452    3.111877918    1.831317663   -4.957453728
   -17.72036362    9.168087006    207.1932373    3.111775398    1.831878781   -4.962184906
    111.4313507   -64.96651459      213.23909    2.654359818    1.173808575   -3.156326056
    111.4353027   -65.00126648    213.4897308    2.652086258    1.173360586   -3.158506155
    111.4163132   -64.98316193    213.6876678    2.651729822    1.171846867   -3.159284115
     111.413826   -64.96992493    215.3485718    2.649393082    1.171273351   -3.173524141
   -17.60693359     9.20672226    206.4988861    3.105757952    1.824356437   -4.954051495
   -17.57690048    9.290478706    207.5881958    3.109067202    1.825054646   -4.966501236
     111.612915   -64.78871155    213.3390808    2.647596598    1.167226076   -3.157032967
    111.5442429   -64.79106903    215.2090759    2.645591021    1.167120337   -3.172802925
   -17.65452957    9.216153145    207.3112946     3.09827137    1.826073408   -4.966244221
   -17.63348198    9.177877426    207.2631531    3.096764326    1.829953551    -4.96273756
    111.5280075   -64.91371155    213.6797028    2.639589071    1.170955062   -3.158465624
     -17.638834    9.159599304    207.7371826    3.102746487     1.83157897   -4.963497639
    111.5050888   -64.90181732    214.1111298    2.645958185    1.177743912   -3.158435583
    111.4822617   -64.86998749    213.9662781    2.645084858    1.174489498   -3.158385992
    111.4772797   -64.89806366    214.2068634    2.647027969    1.174522877   -3.163164377
    111.4837341   -64.86724091    213.4724426    2.644533396    1.174024224   -3.157606125
   -17.62002754    9.304756165    205.5337982    3.100919247    1.830463052   -4.950091362
    111.4979172   -64.78321838    213.3286438    2.641813278    1.174734354   -3.155858994
    111.4887238    -64.7145462    214.0969849    2.643179893    1.178222775     -3.1621418
    111.3890991   -64.69685364    214.1903229     2.64682579    1.179345369   -3.163939238
    111.3649979   -64.68807983    213.2950287    2.647889137    1.180580854   -3.151894093
    111.3807297   -64.76831055    214.2870483    2.648128986    1.187014699   -3.158179998
    111.4454727   -64.83281708    214.0102844    2.644777775    1.190062761   -3.156679153
    -17.6661396    9.194279671    208.0705109    3.098986864    1.846130133   -4.965761662
   -17.64393997    9.127259254    208.4821014    3.100765944    1.845184088   -4.967303753
     111.441391   -64.87450409    215.9276123     2.64863348    1.193319678   -3.169894457
    111.4962234   -64.93264771    214.8905792    2.645507574    1.192754626   -3.159541845
   -16.41887665    12.68308353    411.9470825     3.15634799   -1.524874926   -4.894480228
   -17.82267761    9.228794098    208.2504425    3.105479479    1.853719115   -4.956741333
    111.1948776   -64.81581116    213.9058838    2.654237032     1.19576633   -3.150702953
    111.2345734   -64.82279968    214.6878052    2.656924725    1.190453768   -3.159497023
    111.1636276   -64.79659271    216.0048218    2.659636974    1.189317226   -3.170361519
    111.1565323   -64.74757385    216.2788391    2.656836987    1.191050053   -3.173174858
   -17.91090965     9.39938736    206.7992401    3.109718084     1.84741199   -4.953317642
    111.3463135   -64.73197937    213.5931702     2.65309453     1.18599999   -3.152918577
    111.2947464   -64.80138397    215.9725647     2.65389204    1.184329152   -3.173118114
     111.328125   -64.75132751    212.7226868    2.652800798    1.181674361   -3.151437998
    111.2432175    -64.7436676    213.7927246    2.652153492    1.180541754   -3.162096024
    111.2601471   -64.79000092    213.8704071    2.650537729    1.181309342    -3.16445756
     111.307045   -64.75988007    212.7675171    2.648549318    1.182188511   -3.154149055
   -17.78232002    9.230546951    207.0375214    3.107249737    1.835742116   -4.957811832
    111.3680267   -64.82881927    213.6427765     2.65102005     1.17992866   -3.158842325
    111.3581924   -64.78121948    213.7576599    2.651666641     1.18140614    -3.16196537
    111.3569183   -64.75161743    215.0835876     2.65485549    1.183768392   -3.175937891
    111.4765778   -64.80115509    213.9385376    2.654639721    1.182768822   -3.167048216
   -17.60549736    9.190804482    205.4272003    3.112759352     1.83545351   -4.954313278
    111.5394135   -64.90769958    212.1658325    2.653479815    1.179423809   -3.157475948
    111.5316238   -64.87519073    212.9111786    2.653265953     1.18091619   -3.163702488
    111.5051804   -64.85822296    213.0284119    2.649521828    1.175946951    -3.16351223
    111.5997467   -64.93583679    213.6671143    2.644832134    1.176645637   -3.164393663
    111.5662689   -64.94045258    213.7686005    2.645745754    1.175044775   -3.163119793
    111.4022598   -64.91589355    215.6980133    2.648068666    1.171353459   -3.180797577
     111.385376   -64.73343658    212.7572479    2.643694162    1.169936657   -3.156323671
    111.3964081   -64.66188049    212.2833557     2.64039135    1.170243621   -3.150833607
    111.3887024   -64.66349792    213.9024353    2.641919613    1.172026157   -3.160874605
    111.3393936   -65.30114746    215.0701294    2.657114506    1.172488093    -3.17446661
    111.3534546   -65.48090363    216.3290863    2.657963753     1.17395699   -3.187316418
    111.3421478   -65.49311829    215.4995422    2.655614376    1.175864339   -3.180363894
    111.4074173   -65.51321411    214.6613464    2.654679537    1.178465486   -3.174185038
   -17.75720406    8.632004738    207.4276123    3.114001989    1.833133936   -4.970789433
   -17.80054474    8.670567513    206.4476776    3.116044044    1.830613136   -4.962014198
    111.3096542   -65.48855591     213.848526    2.661289692    1.174042225   -3.170512676
    111.1588669   -65.33888245    214.9454956     2.66407609    1.170737624   -3.179314375
     111.145462   -65.34049988    214.3556824    2.668451548    1.177589893   -3.179452419
    111.0695648   -65.41419983    216.1942596    2.676757097    1.183347583   -3.195930243
    111.1159744    -65.4962616    213.0202637    2.678282499    1.182598233   -3.171774387
    111.1330948   -65.55769348     214.246521     2.67762661    1.181742668    -3.17931056
    111.1162033   -65.36312866    214.6990204    2.677617073    1.180468798   -3.181797981
    111.0996628   -65.24259949     214.881485    2.679353952    1.180226803   -3.179469585
    111.1830139   -65.30678558    216.9496307    2.671989918    1.178714752   -3.198740959
    111.3510895   -65.29962158    213.7366638    2.657222271    1.174315929   -3.176789999
    111.3237915    -65.1938324    213.6485443    2.648173571    1.171924233     -3.1802845
    111.1798019   -65.01522064    214.5152435    2.650545835    1.168529868   -3.190197706
   -8.864323616   -134.2930908    209.3095245    2.182505369    1.759348035    -1.52207458
   -8.874639511   -134.3390045    209.3145142    2.184598923    1.759469748   -1.520885706
    111.1467667   -65.23374176    214.6395416    2.660810232    1.168159008   -3.188428402
    111.1226196   -65.44284821    214.1497345    2.665035725    1.164364576   -3.185681581
    111.1941528    -65.6724472    213.7004852    2.662125111    1.164951682   -3.185697794
   -8.963558197    -135.081543    209.9252167    2.192837477    1.756458879   -1.532592893
   -9.003242493   -135.2797089    210.6078339     2.20370388    1.756038666   -1.540442348
     111.004982   -66.04112244     215.185379    2.682951927    1.170565248   -3.208536863
   -8.948461533    -135.545639    209.3876801    2.215642214    1.761038065     -1.5400002
   -8.832638741   -135.8476257    209.6910553    2.214113712    1.760906696   -1.548012137
   -8.671953201   -136.1913147    207.9601288    2.212153435    1.762564182   -1.541956902
   -8.555165291   -136.4447479    207.6203613    2.199883699    1.757899761   -1.544649839
   -8.569921494   -136.4644318    209.1382141    2.182453871    1.761608362   -1.565325975
   -8.671495438    -136.338562    210.5838776    2.184715271     1.76471746   -1.580926776
   -8.754279137   -136.1586914    208.4752197    2.179509163    1.759551048   -1.566050172
   -8.871918678   -135.8899689    206.6839752    2.170422077    1.754449606   -1.558892608
   -8.984092712    -135.848587    208.1512604    2.176233292    1.759387493   -1.575636029
   -9.092076302   -135.9276733    209.8269806    2.180251122    1.763841748   -1.591876149
   -9.098954201   -136.0752106    207.5856934    2.182208776    1.764381051   -1.576889515
   -9.223727226   -136.2110291    208.6320801    2.191142321    1.768264055   -1.591334105
   -9.177451134   -136.6578979    208.0162048    2.185817719    1.762784123   -1.590191603
   -9.141243935   -136.9510193    208.0688629    2.179818392    1.762266874   -1.594581127
   -9.305744171   -136.9494934    210.3028412    2.185974121    1.767725468   -1.613344073
   -9.353660583   -136.8195953     207.315155    2.188039064    1.771974206   -1.593523979
   -9.402938843    -136.946579    207.8952026    2.195357561    1.774118543   -1.600926995
    -9.30191803    -137.322876    208.0657654    2.184109211    1.767510772   -1.605654001
   -9.259829521   -137.6416473    207.9413452    2.164037943    1.761072755   -1.610493064
   -9.309698105   -137.6932678      210.22258    2.155416727    1.766289234    -1.63430357
   -9.298128128   -137.5801544    207.3759003    2.161891222    1.771433711   -1.610801578
   -9.362147331   -137.7213135    208.2266541    2.177050114    1.769334912   -1.618110895
   -9.447554588   -137.8808289    209.6725616    2.177207708    1.760343671   -1.635464311
   -9.515913963   -137.9714966    209.3868408    2.173837423    1.762726426   -1.641520739
   -9.421210289   -138.2761993    206.6970215    2.171438456     1.76862812   -1.622397184
   -9.550251007   -138.4201202    208.1891937    2.181601286    1.767412901   -1.634317636
   -9.743731499   -138.4342346    208.8316803    2.192320824    1.757653594   -1.641056895
     -9.7585783   -138.4230042    209.6607666    2.181167841     1.76277101   -1.652572274
   -9.620339394   -138.3591919    206.9101105    2.172305107    1.771945357   -1.625105023
   -9.588020325   -138.3356628    208.4838867    2.160488844    1.774449468   -1.635619164
   -9.608237267   -138.2779236    208.6652374    2.156002998    1.774769783   -1.638936758
   -9.633316994   -138.3017883     209.371994    2.155759335    1.782772303   -1.647139907
   -9.727368355   -138.3177185    208.3685455    2.181388378    1.786107183   -1.639246821
    -9.72359848   -138.3350372    206.6051941    2.189631462    1.785820842   -1.627532959
   -9.551007271   -138.5822144    205.9281311    2.173846245    1.780798912   -1.618981361
   -9.563282967   -138.6672516    207.9134369    2.148875475     1.76652801   -1.643016458
   -9.606247902   -138.5094757    208.1620026    2.135990381    1.764565229   -1.650614977
   -9.679385185   -138.2891998    205.4734497    2.142339706    1.769925237   -1.628552556
   -9.733701706   -138.4250336    208.0365753    2.148247719     1.77201879   -1.647824287
   -9.793009758   -138.3758545    208.0328064    2.151437998    1.770642757   -1.649477363
   -9.822785378   -138.2011261     206.684433    2.155042648    1.775927544   -1.640077829
   -9.877983093   -138.2664032    208.1432037    2.167473555    1.777775407   -1.648599267
   -9.905380249   -138.4785461    208.2321167    2.168885946    1.770864129   -1.650158048
   -9.949261665   -138.3807983    209.5565491    2.165427923    1.770963907   -1.664306283
   -9.878662109   -138.1242218    207.7717896    2.150931358    1.767538428   -1.648018479
   -9.945027351   -137.9827576    207.1696625    2.181398392    1.776493073   -1.631942868
     -9.8641119   -138.0899048    209.8608398     2.15545845      1.7765342   -1.660531044
   -9.848396301   -138.0712891    209.9320526     2.14154911    1.771225452   -1.663406968
   -9.881803513   -138.0624237    207.3782196    2.161074162    1.765957117   -1.639108181
   -9.988839149   -137.9480896    206.7883301    2.187231064     1.77309978    -1.63280654
   -10.04550838   -137.9003448    208.6094818     2.19214654    1.778332472   -1.646689415
   -9.953865051   -137.9764709    210.8180389     2.18198657    1.772638083   -1.661593676
   -9.754910469   -137.9784698     207.355484    2.172199965    1.765979409   -1.628354788
   -9.884021759   -138.0129395     209.354599    2.198090076    1.770385385   -1.642559886
   -9.799571037   -137.8566895    209.6367493    2.195829868    1.775789142   -1.634511232
   -9.776276588   -137.8666077    208.1751099    2.185044289    1.782168508   -1.635126472
   -9.648322105   -137.9927063    208.7014618    2.187401056    1.779983401   -1.635478973
   -9.797117233   -137.9717255    209.6794128    2.203118801    1.773824692   -1.642017841
   -9.829344749   -137.8686676    209.4938812    2.192895651    1.778072238   -1.648283958
    -9.68889904   -138.2601471    209.0737762     2.17060709    1.779231906   -1.648946524
   -9.690333366   -138.2386627    209.6660919    2.174281597    1.763132095    -1.64884758
   -9.828961372   -138.0845795    209.9676971    2.187943697    1.769633055   -1.650464416
   -9.788803101   -137.8786011    207.5436096     2.17022562     1.77505064    -1.63232851
   -9.683228493   -138.0552673    209.0225372    2.148883343    1.773637176   -1.646626234
   -9.698360443   -138.1914978    209.4901581    2.153958321    1.764185905   -1.648219466
   -9.764420509   -138.2323151    208.6712799      2.1685009     1.76234293   -1.640955091
   -9.778207779   -138.0644379    207.8340149    2.167152405    1.765680194   -1.636206388
    -9.72725296   -137.8522339    208.7992554    2.149414301    1.766918302   -1.645007014
   -9.775589943   -137.8065643    211.6224823    2.152317286    1.767298818   -1.662139654
   -9.794816017   -137.9923096    210.9020844    2.169804335    1.764585137   -1.654146433
   -9.799560547   -137.9988098    209.3264465    2.179668665    1.762277365   -1.639923096
    -9.72753334   -137.9203949    209.1976318    2.168162107    1.763548851   -1.640945435
   -9.712481499   -137.8273621    211.3572693    2.159375668    1.766933322     -1.6577034
   -9.704188347   -137.9746704    209.6496429     2.16830349    1.766395092   -1.642922759
   -9.738080025   -138.1365204    208.8871918    2.176181793    1.762544751   -1.660367966
   -9.736834526   -138.1562347    211.2811737    2.174636841    1.765617847   -1.659356236
   -9.662096977   -137.9916382    209.2038574    2.171334267    1.769715071   -1.645735264
   -9.591145515   -137.9871521     207.172287    2.173871756    1.770564079   -1.626527071
   -9.623889923    -138.089447    209.2399445    2.174839973    1.766904831   -1.639460564
   -9.634726524    -137.975708    209.6858215    2.172696352    1.769469976   -1.645212531
   -9.648469925    -137.942688    210.7476654    2.177767992    1.772981882   -1.653471947
    -9.66313839   -137.9039001    209.8054199      2.1853652    1.769676924   -1.643605828
   -9.671410561   -137.8515015       208.9888    2.197785378    1.766348958   -1.631922007
   -9.799311638   -137.4147797    209.3170471    2.211519003    1.767506242   -1.627113581
   -9.804966927   -137.4019318    209.8925781    2.212152719    1.772156835   -1.631221771
   -9.779420853   -137.4939117    211.5677032    2.208868504    1.772315145   -1.646209717
   -9.818580627   -137.4786987    210.2070465    2.216901302    1.770792484   -1.635491252
   -9.917116165   -137.3409882    208.8012543    2.228165865    1.774126887   -1.623029828
   -9.951383591   -137.3140717    209.5846558    2.224929571     1.77704823   -1.629723072
   -9.886059761   -137.3759766    209.5344238    2.216789484     1.77510047   -1.629245043
   -9.896233559   -137.3910065    209.9858246    2.210574627     1.77069366   -1.631719947
    -9.88903141   -137.3601685    208.0101013    2.213530302    1.770029783   -1.610627413
   -9.957048416   -137.3158264    209.6257172     2.21376133    1.774264455    -1.62599659
   -10.06326008    -137.208374    211.3675842     2.21729064    1.776459217   -1.640432715
   -9.965834618   -137.1156464    209.1602936    2.213158607    1.774467826   -1.619959235
   -9.944671631   -137.0721436    209.9395905    2.215807199    1.773793221    -1.62228632
   -9.942231178   -137.1152191     209.898407    2.216864109    1.774149776   -1.622860551
   -9.990278244   -137.1831818    211.3905182    2.219036102    1.773251891   -1.634678364
   -9.957652092   -137.2045898    210.2488861    2.211033583    1.771342397   -1.626768589
   -9.933769226    -137.092453    209.3384857     2.21296382    1.769413948   -1.612402797
   -10.03667831   -136.6066589     210.053833    2.220551252    1.771326661   -1.613254786
    -10.0561409   -136.6045837    209.9845734    2.217970848      1.7728405   -1.613433719
   -9.990097046   -136.7955933    210.4525146    2.205593824    1.772814512   -1.619517684
     -9.9233284   -137.0099945    211.3499451    2.198008537    1.772064805   -1.628616452
   -9.927534103   -137.0415802    209.8173218    2.206064939    1.772798538   -1.614709735
   -9.957416534   -136.8917542     209.246521    2.213793039    1.777219653   -1.608457208
    -10.0108366   -136.7517242    210.5378265    2.215445757    1.778623581   -1.618101478
   -9.920387268   -136.8529358    209.7091064    2.207969189     1.77714324   -1.611188054
   -9.923168182   -136.9340515    209.5356903    2.206000566    1.777793169   -1.613755822
   -9.949148178   -137.0233459    211.3742218    2.203589916    1.779209971    -1.63410759
   -9.827116966   -136.9986572    208.6755066    2.200367212    1.776276112   -1.607528567
   -9.811621666   -137.0320892    208.2001038    2.200952053     1.77520299   -1.603836179
   -9.847049713   -137.1483307    209.6022339    2.206842184    1.773612142   -1.612312317
   -9.866344452   -137.1863708    209.8189545    2.199896336    1.773654103   -1.619173288
   -9.867415428    -137.289032    211.5766296    2.192217112    1.774821281   -1.635674119
   -9.707571983   -137.3961945    208.3038025      2.1849401    1.771838546   -1.608027339
   -9.669193268   -137.4259186    207.5605927    2.191288233     1.77390945   -1.602011561
   -9.799273491   -137.1700439    209.7342529    2.206605196    1.773902178   -1.611185551
   -9.887878418   -136.7264252    209.2583466    2.214273214     1.77431047   -1.605860949
   -9.879410744   -136.7306519    209.8881378    2.210986376    1.772395372   -1.605645299
   -9.705817223   -136.8989716    208.2531128    2.196532011    1.770207882   -1.592814684
    -9.61374855   -137.1349182    209.5892792    2.187943697    1.769693494    -1.60500288
   -9.634325027    -137.204834    211.4944153    2.191565514    1.769453406    -1.61827898
   -9.672420502   -137.1233368    210.0675354    2.193151474    1.770473599   -1.609454989
   -9.594363213   -137.0908356    207.9045258    2.187196732    1.769245028   -1.591918945
